2014-01-0203:55:58naughtycat5     58
2014-01-2601:26:31naughtycat5     41
2014-02-0108:24:28naughtycat5     13
2013-05-3016:40:24nicewood34      91
2013-02-2509:41:37nuts35          43
2013-06-2508:34:51orangina65      37
2014-03-0111:30:16orangina65      80
2013-11-2405:22:10paper65         48
2013-07-0719:08:50peanut3         49
2013-07-0920:30:03peanut3         44
2013-09-0422:26:36peanut3          4
2014-02-0921:27:42peanut3         88
2014-02-1102:57:04peanut3         57
2014-03-1222:07:51peanut3         80
2013-03-1319:45:33pecker65        79
2013-05-2107:57:16peppermint53    18
2013-02-1713:11:24perpendicular65 76
2013-03-1216:43:27perpendicular65 55
2013-11-1701:43:18perpendicular65 10
2014-02-0812:19:07perpendicular65 68
2014-03-0323:27:46perpendicular65 51
2013-05-2200:04:49pocket5         52
2013-11-2512:59:43pocket5         69
2014-02-1915:36:30pocky356        49
2014-02-2307:00:24pocky356        33
2013-02-2816:50:01polevault8      28
2014-01-2122:08:07prawn863        58
2014-02-3000:36:19prawn863         2
2014-03-1200:10:09prawn863        33
2013-11-0521:44:08princess65      11
2014-01-1808:27:16pudding26       35
2014-01-2207:55:07pudding26       70
2013-09-0119:26:51purplerain965   37
2013-12-0608:02:03purplerain965   28
2014-01-2611:59:06purplerain965   24
2014-02-1513:30:16purplerain965   56
2013-04-3017:12:27quarter543     100
2013-09-1412:30:52quarter543      54
2013-11-2020:53:48quarter543      72
2014-01-0208:01:48quarter543      28
2013-08-2412:42:49rapper567       40
2013-11-3003:55:31roastduck6      86
2013-12-1811:18:02roastduck6      19
2013-03-2611:07:20runnynose76     43
2014-01-2615:47:46runnynose76     69
2014-03-1320:58:38sface78         32
2013-12-2904:26:23shocker56       29
2013-09-0505:26:12skinny77        26
2013-10-2816:19:50sleepy25        17
2013-03-2116:17:33smarty86        99
2013-11-1704:28:49smarty86        67
2014-03-2504:58:11smarty86        90
2013-11-2820:08:16sorethroat99    58
2013-02-1303:30:56spiderman654    50
2013-05-1402:07:43spiderman654     4
2013-06-3001:33:44spiderman654     3
2013-10-0401:27:16spiderman654    90
2014-03-0912:13:49spiderman654    52
2013-03-0719:06:12stubborn7685    93
2014-01-1708:25:06stubborn7685    40
2013-02-1808:07:15stuff53         72
2013-02-1813:40:25taxidriver25    67
2013-08-1410:05:43taxidriver25    85
2013-09-0116:24:31tether23        49
2013-10-0504:40:43tether23        52
2013-09-1715:29:25toto65          54
2014-01-0817:30:48toto65          89
2014-03-0916:38:56trap5789        39
2013-08-1314:45:01trumpet123      88
2014-01-1303:03:28trumpet64       75
2013-02-1615:57:04uncletobby65    12
2013-05-0306:52:16uncletobby65    59
2013-12-0906:30:58uncletobby65    42
2013-04-0906:28:34underman63      35
2013-09-2513:52:56viper36         81
2013-10-1122:30:20walnut24        63
2013-03-0721:39:53warliketiny743  43
2014-02-0419:58:51wicket999       77
2014-01-2814:53:04wildpig64       36
2014-03-0917:10:46wildpig64       55
